时间,系统总CPU%,可用内存MB,后端CPU%,后端内存MB,JMeterCPU%,JMeter内存MB,MySQLCPU%,MySQL内存MB,DB连接数,DB活跃连接
11:34:04,6,4275,0,948.7,0,117.1,0,60.7,3,1
11:34:06,8,4275,0,948.7,0,117.1,0,60.7,3,1
11:34:08,5,4273,0,948.7,0,117.1,0,60.7,3,1
11:34:10,6,4273,0,948.7,0,117.1,0,60.7,3,1
11:34:12,6,4275,0,948.7,0,117.1,0,60.7,3,1
11:34:14,4,4275,0,948.7,0,117.2,0,60.7,3,1
11:34:16,6,4278,0,948.7,0,117.2,0,60.7,3,1
11:34:18,8,4279,0,948.7,0,117.2,0,60.7,3,1
11:34:20,5,4278,0,948.7,0,117.2,0,60.7,3,1
11:34:22,5,4279,0,948.7,0,117.2,0,60.7,3,1
11:34:24,8,4267,0,948.7,0,117.2,0,60.7,3,1
11:34:27,6,4275,0,948.7,0,117.3,0,60.7,3,1
11:34:29,9,4270,0,948.7,0,117.3,0,60.7,3,1
11:34:31,5,4267,0,948.7,0,117.3,0,60.7,3,1
11:34:33,6,4273,0,948.7,0,117.3,0,60.7,3,1
11:34:35,10,4272,0,948.7,0,117.3,0,60.7,3,1
11:34:37,9,4267,0,948.7,0,117.3,0,60.7,3,1
11:34:39,6,4266,0,948.7,0,117.3,0,60.7,3,1
11:34:41,7,4271,0,948.7,0,117.3,0,60.7,3,1
11:34:43,7,4266,0,948.7,0,117.3,0,60.7,3,1
11:34:45,10,4228,0,948.7,0,117.3,0,60.7,3,1
11:34:47,8,4232,0,948.7,0,117.3,0,60.7,3,1
11:34:49,5,4227,0,948.7,0,117.3,0,60.7,3,1
11:34:51,6,4229,0,948.7,0,117.3,0,60.7,3,1
11:34:53,6,4225,0,948.7,0,117.3,0,60.7,3,1
11:34:56,6,4226,0,948.7,0,117.3,0,60.7,3,1
11:34:58,7,4228,0,948.7,0,117.3,0,60.7,3,1
11:35:00,6,4222,0,948.7,0,117.3,0,60.7,3,1
11:35:02,6,4225,0,948.7,0,117.3,0,60.7,3,1
11:35:04,8,4225,0,948.7,0,117.3,0,60.7,3,1
11:35:06,9,4226,0,948.7,0,117.3,0,60.7,3,1
11:35:08,7,4227,0,948.7,0,117.3,0,60.7,3,1
11:35:10,6,4223,0,948.7,0,117.3,0,60.7,3,1
11:35:12,7,4222,0,948.7,0,117.3,0,60.7,3,1
11:35:14,7,4225,0,948.7,0,117.3,0,60.7,3,1
11:35:16,4,4224,0,948.7,0,117.4,0,60.7,3,1
11:35:18,6,4218,0,948.7,0,117.4,0,60.7,3,1
11:35:20,6,4218,0,948.7,0,117.4,0,60.7,3,1
11:35:22,6,4226,0,948.7,0,117.4,0,60.7,3,1
11:35:25,7,4219,0,948.7,0,117.4,0,60.7,3,1
11:35:27,6,4219,0,948.7,0,117.4,0,60.7,3,1
11:35:29,5,4221,0,948.7,0,117.4,0,60.7,3,1
11:35:31,6,4221,0,948.7,0,117.4,0,60.7,3,1
11:35:33,10,4220,0,948.7,0,117.4,0,60.7,3,1
11:35:35,4,4231,0,948.7,0,117.4,0,60.7,3,1
11:35:37,6,4224,0,948.7,0,117.4,0,60.7,3,1
11:35:39,8,4225,0,948.7,0,117.4,0,60.7,3,1
11:35:41,7,4225,0,948.7,0,117.4,0,60.7,3,1
11:35:43,10,4233,0,948.7,0,117.4,0,60.7,3,1
11:35:45,6,4234,0,948.7,0,117.4,0,60.7,3,1
11:35:47,7,4232,0,948.7,0,117.4,0,60.7,3,1
11:35:49,4,4237,0,948.7,0,117.4,0,60.7,3,1
11:35:52,6,4238,0,948.7,0,117.4,0,60.7,3,1
11:35:54,7,4270,0,948.7,0,117.4,0,60.7,3,1
11:35:56,7,4270,0,948.7,0,117.4,0,60.7,3,1
11:35:58,7,4272,0,948.7,0,117.4,0,60.7,3,1
11:36:00,6,4264,0,948.7,0,117.4,0,60.7,3,1
11:36:02,5,4264,0,948.7,0,117.4,0,60.7,3,1
11:36:04,4,4264,0,948.7,0,117.4,0,60.7,3,1
11:36:06,9,4266,0,948.7,0,117.4,0,60.7,3,1
11:36:08,5,4263,0,948.7,0,117.4,0,60.7,3,1
11:36:10,9,4262,0,948.7,0,117.4,0,60.7,3,1
11:36:12,8,4258,0,948.7,0,117.4,0,60.7,3,1
11:36:14,6,4257,0,948.7,0,117.5,0,60.7,3,1
11:36:16,7,4258,0,948.7,0,117.5,0,60.7,3,1
11:36:18,5,4256,0,948.7,0,117.5,0,60.7,3,1
11:36:21,6,4255,0,948.7,0,117.5,0,60.7,3,1
11:36:23,5,4263,0,948.7,0,117.5,0,60.7,3,1
11:36:25,6,4258,0,948.7,0,117.5,0,60.7,3,1
11:36:27,5,4261,0,948.7,0,117.5,0,60.7,3,1
11:36:29,8,4262,0,948.7,0,117.5,0,60.7,3,1
11:36:31,5,4264,0,948.7,0,117.5,0,60.7,3,1
11:36:33,6,4263,0,948.7,0,117.5,0,60.7,3,1
11:36:35,5,4260,0,948.7,0,117.5,0,60.7,3,1
11:36:37,7,4265,0,948.7,0,117.5,0,60.7,3,1
11:36:39,5,4265,0,948.7,0,117.5,0,60.7,3,1
11:36:41,7,4268,0,948.7,0,117.5,0,60.7,3,1
11:36:43,5,4264,0,948.7,0,117.5,0,60.7,3,1
11:36:45,9,4269,0,948.7,0,117.5,0,60.7,3,1
11:36:47,11,4267,0,948.7,0,117.5,0,60.7,3,1
11:36:50,9,4268,0,948.7,0,117.5,0,60.7,3,1
11:36:52,4,4267,0,948.7,0,117.5,0,60.7,3,1
11:36:54,6,4268,0,948.7,0,117.5,0,60.7,3,1
11:36:56,6,4270,0,948.7,0,117.5,0,60.7,3,1
11:36:58,4,4270,0,948.7,0,117.5,0,60.7,3,1
11:37:00,6,4267,0,948.7,0,117.5,0,60.7,3,1
11:37:02,5,4272,0,948.7,0,117.5,0,60.7,3,1
11:37:04,6,4208,0,948.7,0,117.6,0,60.7,3,1
11:37:06,13,4209,0,948.7,0,117.6,0,60.7,3,1
11:37:08,6,4385,0,922.8,0,117.5,0,59.2,3,1
11:37:10,8,4384,0,922.8,0,117.5,0,59.3,3,1
11:37:12,5,4381,0,922.8,0,117.5,0,59.3,3,1
11:37:14,6,4382,0,922.8,0,117.5,0,59.3,3,1
11:37:16,8,4378,0,922.8,0,117.5,0,59.3,3,1
11:37:19,6,4378,0,922.8,0,117.5,0,59.3,3,1
11:37:21,7,4376,0,922.8,0,117.6,0,59.3,3,1
11:37:23,5,4382,0,922.8,0,117.6,0,59.3,3,1
11:37:25,6,4371,0,922.8,0,117.6,0,59.3,3,1
11:37:27,4,4372,0,922.8,0,117.6,0,59.3,3,1
11:37:29,5,4373,0,922.8,0,117.6,0,59.3,3,1
11:37:31,7,4374,0,922.8,0,117.6,0,59.3,3,1
11:37:33,5,4375,0,922.8,0,117.6,0,59.3,3,1
11:37:35,6,4382,0,922.8,0,117.6,0,59.3,3,1
11:37:37,6,4383,0,922.8,0,117.6,0,59.3,3,1
11:37:39,4,4374,0,922.8,0,117.6,0,59.3,3,1
11:37:41,5,4376,0,922.8,0,117.6,0,59.3,3,1
11:37:43,5,4377,0,922.8,0,117.6,0,59.3,3,1
11:37:45,7,4379,0,922.8,0,117.6,0,59.3,3,1
11:37:48,4,4380,0,922.8,0,117.6,0,59.3,3,1
11:37:50,7,4377,0,922.8,0,117.6,0,59.3,3,1
11:37:52,11,4376,0,922.8,0,117.6,0,59.3,3,1
11:37:54,16,4286,0,922.8,0,117.6,0,59.3,3,1
11:37:56,10,4300,0,922.8,0,117.6,0,59.3,3,1
11:37:58,9,4294,0,922.8,0,117.7,0,59.3,3,1
11:38:00,8,4289,0,922.8,0,117.7,0,59.3,3,1
11:38:02,6,4288,0,922.8,0,117.7,0,59.3,3,1
11:38:04,6,4288,0,922.8,0,117.7,0,59.3,3,1
11:38:06,4,4294,0,922.8,0,117.7,0,59.3,3,1
11:38:08,4,4296,0,922.8,0,117.7,0,59.3,3,1
11:38:10,4,4294,0,922.8,0,117.7,0,59.3,3,1
11:38:12,6,4289,0,922.8,0,117.7,0,59.3,3,1
11:38:15,6,4289,0,922.8,0,117.7,0,59.3,3,1
11:38:17,5,4290,0,922.8,0,117.7,0,59.3,3,1
11:38:19,4,4287,0,922.8,0,117.7,0,59.3,3,1
11:38:21,5,4289,0,922.8,0,117.7,0,59.3,3,1
11:38:23,9,4290,0,922.8,0,117.7,0,59.3,3,1
11:38:25,6,4290,0,922.8,0,117.7,0,59.3,3,1
11:38:27,6,4291,0,922.8,0,117.7,0,59.3,3,1
11:38:29,5,4295,0,922.8,0,117.7,0,59.3,3,1
11:38:31,5,4292,0,922.8,0,117.7,0,59.3,3,1
11:38:33,8,4295,0,922.8,0,117.7,0,59.3,3,1
11:38:35,5,4291,0,922.8,0,117.7,0,59.3,3,1
11:38:37,8,4270,0,922.8,0,117.7,0,59.3,3,1
11:38:39,6,4255,0,922.8,0,117.7,0,59.3,3,1
11:38:41,6,4257,0,922.8,0,117.7,0,59.3,3,1
11:38:44,5,4259,0,922.8,0,117.7,0,59.3,3,1
11:38:46,4,4260,0,922.8,0,117.8,0,59.3,3,1
11:38:48,5,4259,0,922.8,0,117.8,0,59.3,3,1
11:38:50,5,4261,0,923.0,0,117.8,0,59.3,3,1
11:38:52,5,4259,0,923.0,0,117.8,0,59.3,3,1
11:38:54,5,4262,0,923.0,0,117.8,0,59.3,3,1
11:38:56,5,4264,0,923.0,0,117.8,0,59.3,3,1
11:38:58,7,4261,0,923.0,0,117.8,0,59.3,3,1
11:39:00,8,4260,0,923.0,0,117.8,0,59.3,3,1
11:39:02,11,4261,0,923.0,0,117.8,0,59.3,3,1
11:39:04,5,4265,0,923.0,0,117.8,0,59.3,3,1
11:39:06,4,4262,0,923.0,0,117.8,0,59.3,3,1
11:39:08,6,4264,0,923.0,0,117.8,0,59.3,3,1
11:39:10,5,4263,0,923.0,0,117.8,0,59.3,3,1
11:39:13,4,4261,0,923.0,0,117.8,0,59.3,3,1
11:39:15,7,4262,0,923.0,0,117.8,0,59.3,3,1
11:39:17,7,4255,0,923.0,0,117.8,0,59.3,3,1
11:39:19,6,4253,0,923.0,0,117.8,0,59.3,3,1
11:39:21,5,4255,0,923.0,0,117.8,0,59.3,3,1
11:39:23,4,4253,0,923.0,0,117.8,0,59.3,3,1
11:39:25,5,4254,0,923.0,0,117.8,0,59.3,3,1
11:39:27,8,4258,0,923.0,0,117.8,0,59.3,3,1
11:39:29,11,4251,0,923.0,0,117.8,0,59.3,3,1
11:39:31,7,4251,0,923.0,0,117.8,0,59.3,3,1
11:39:33,8,4251,0,923.0,0,117.8,0,59.3,3,1
11:39:35,5,4251,0,923.0,0,117.9,0,59.3,3,1
11:39:37,6,4271,0,923.0,0,117.9,0,59.3,3,1
11:39:39,6,4273,0,923.0,0,117.9,0,59.3,3,1
11:39:42,6,4273,0,923.0,0,117.9,0,59.3,3,1
11:39:44,5,4272,0,923.0,0,117.9,0,59.3,3,1
11:39:46,6,4271,0,923.0,0,117.9,0,59.3,3,1
11:39:48,5,4279,0,923.0,0,117.9,0,59.3,3,1
11:39:50,5,4282,0,923.0,0,117.9,0,59.3,3,1
11:39:52,6,4290,0,923.0,0,117.9,0,59.3,3,1
11:39:54,5,4285,0,923.0,0,117.9,0,59.3,3,1
11:39:56,6,4281,0,923.0,0,117.9,0,59.3,3,1
11:39:58,5,4282,0,923.0,0,117.9,0,59.3,3,1
11:40:00,4,4278,0,923.0,0,117.9,0,59.3,3,1
11:40:02,4,4281,0,923.0,0,117.9,0,59.3,3,1
11:40:04,9,4282,0,923.0,0,117.9,0,59.3,3,1
11:40:06,9,4283,0,923.0,0,117.9,0,59.3,3,1
11:40:08,8,4284,0,923.0,0,117.9,0,59.3,3,1
11:40:11,4,4286,0,923.0,0,117.9,0,59.3,3,1
11:40:13,6,4286,0,923.0,0,117.9,0,59.3,3,1
11:40:15,5,4286,0,923.0,0,117.9,0,59.3,3,1
11:40:17,6,4288,0,923.0,0,117.9,0,59.3,3,1
11:40:19,4,4287,0,923.0,0,117.9,0,59.3,3,1
11:40:21,5,4285,0,923.0,0,117.9,0,59.3,3,1
11:40:23,6,4287,0,923.0,0,117.9,0,59.3,3,1
11:40:25,5,4286,0,923.0,0,117.9,0,59.3,3,1
11:40:27,5,4286,0,923.0,0,117.9,0,59.3,3,1
11:40:29,6,4290,0,923.0,0,118.0,0,59.3,3,1
11:40:31,5,4286,0,923.0,0,118.0,0,59.3,3,1
11:40:33,6,4284,0,923.0,0,118.0,0,59.3,3,1
11:40:35,6,4287,0,923.0,0,118.0,0,59.3,3,1
11:40:37,8,4290,0,923.0,0,118.0,0,59.3,3,1
11:40:40,7,4287,0,923.0,0,118.0,0,59.3,3,1
11:40:42,4,4292,0,923.0,0,118.0,0,59.3,3,1
11:40:44,5,4295,0,923.0,0,118.0,0,59.3,3,1
11:40:46,6,4302,0,923.0,0,118.0,0,59.3,3,1
11:40:48,4,4304,0,923.0,0,118.0,0,59.3,3,1
11:40:50,4,4302,0,923.0,0,118.0,0,59.3,3,1
11:40:52,6,4302,0,923.0,0,118.0,0,59.3,3,1
11:40:54,5,4303,0,923.0,0,118.0,0,59.3,3,1
11:40:56,5,4304,0,923.0,0,118.0,0,59.3,3,1
11:40:58,4,4306,0,923.0,0,118.0,0,59.3,3,1
11:41:00,8,4307,0,923.0,0,118.0,0,59.3,3,1
11:41:02,6,4305,0,923.0,0,118.0,0,59.3,3,1
11:41:04,3,4306,0,923.0,0,118.0,0,59.3,3,1
11:41:06,4,4306,0,923.0,0,118.0,0,59.3,3,1
11:41:09,5,4308,0,923.0,0,118.0,0,59.3,3,1
11:41:11,7,4303,0,923.0,0,118.0,0,59.3,3,1
11:41:13,7,4305,0,923.0,0,118.0,0,59.3,3,1
11:41:15,6,4305,0,923.0,0,118.0,0,59.3,3,1
11:41:17,4,4303,0,923.0,0,118.0,0,59.3,3,1
11:41:19,5,4309,0,923.0,0,118.0,0,59.3,3,1
11:41:21,6,4308,0,923.0,0,118.0,0,59.3,3,1
11:41:23,4,4301,0,923.0,0,118.0,0,59.3,3,1
11:41:25,5,4301,0,923.0,0,118.1,0,59.3,3,1
11:41:27,5,4302,0,923.0,0,118.1,0,59.3,3,1
11:41:29,5,4303,0,923.0,0,118.1,0,59.3,3,1
11:41:31,5,4303,0,923.0,0,118.1,0,59.3,3,1
11:41:33,6,4303,0,923.0,0,118.1,0,59.3,3,1
11:41:35,5,4303,0,923.0,0,118.1,0,59.3,3,1
11:41:38,5,4302,0,923.0,0,118.1,0,59.3,3,1
11:41:40,4,4303,0,923.0,0,118.1,0,59.3,3,1
11:41:42,7,4299,0,923.0,0,118.1,0,59.3,3,1
11:41:44,8,4301,0,923.0,0,118.1,0,59.3,3,1
11:41:46,5,4305,0,923.0,0,118.1,0,59.3,3,1
11:41:48,5,4296,0,923.0,0,118.1,0,59.3,3,1
11:41:50,4,4301,0,923.0,0,118.1,0,59.3,3,1
11:41:52,4,4301,0,923.0,0,118.1,0,59.3,3,1
11:41:54,5,4303,0,923.0,0,118.1,0,59.3,3,1
11:41:56,5,4301,0,923.0,0,118.1,0,59.3,3,1
11:41:58,5,4302,0,923.0,0,118.1,0,59.3,3,1
11:42:00,6,4300,0,923.0,0,118.1,0,59.3,3,1
11:42:02,5,4300,0,923.0,0,118.1,0,59.3,3,1
11:42:04,5,4302,0,923.0,0,118.1,0,59.3,3,1
11:42:07,5,4302,0,923.0,0,118.1,0,59.3,3,1
11:42:09,6,4301,0,923.0,0,118.1,0,59.3,3,1
11:42:11,6,4302,0,923.0,0,118.1,0,59.3,3,1
11:42:13,5,4302,0,923.0,0,118.1,0,59.3,3,1
11:42:15,5,4300,0,923.0,0,118.1,0,59.3,3,1
11:42:17,7,4300,0,923.0,0,118.2,0,59.3,3,1
11:42:19,11,4252,0,923.0,0,118.2,0,59.3,3,1
11:42:21,7,4248,0,923.0,0,118.2,0,59.3,3,1
11:42:23,4,4294,0,923.0,0,118.2,0,59.3,3,1
11:42:25,6,4296,0,923.0,0,118.2,0,59.3,3,1
11:42:27,6,4293,0,923.0,0,118.2,0,59.3,3,1
11:42:29,5,4291,0,923.0,0,118.2,0,59.3,3,1
11:42:31,8,4293,0,923.0,0,118.2,0,59.3,3,1
11:42:33,6,4291,0,923.0,0,118.2,0,59.3,3,1
11:42:36,4,4292,0,923.0,0,118.2,0,59.3,3,1
11:42:38,5,4293,0,923.0,0,118.2,0,59.3,3,1
11:42:40,5,4291,0,923.0,0,118.2,0,59.3,3,1
11:42:42,5,4296,0,923.0,0,118.2,0,59.3,3,1
11:42:44,4,4299,0,923.0,0,118.2,0,59.3,3,1
11:42:46,6,4294,0,923.0,0,118.2,0,59.3,3,1
11:42:48,7,4292,0,923.0,0,118.2,0,59.3,3,1
11:42:50,7,4294,0,923.0,0,118.2,0,59.3,3,1
11:42:52,7,4294,0,923.0,0,118.2,0,59.3,3,1
11:42:54,5,4299,0,923.0,0,118.2,0,59.3,3,1
11:42:56,6,4294,0,923.0,0,118.2,0,59.3,3,1
11:42:58,6,4294,0,923.0,0,118.2,0,59.3,3,1
11:43:00,7,4293,0,923.0,0,118.2,0,59.3,3,1
11:43:02,9,4292,0,923.0,0,118.2,0,59.3,3,1
11:43:05,5,4296,0,923.0,0,118.2,0,59.3,3,1
11:43:07,5,4294,0,923.0,0,118.2,0,59.3,3,1
11:43:09,5,4288,0,923.0,0,118.2,0,59.3,3,1
11:43:11,4,4288,0,923.0,0,118.2,0,59.3,3,1
11:43:13,6,4289,0,923.0,0,118.3,0,59.3,3,1
11:43:15,4,4289,0,923.0,0,118.3,0,59.3,3,1
11:43:17,6,4293,0,923.0,0,118.3,0,59.3,3,1
11:43:19,6,4288,0,923.0,0,118.3,0,59.3,3,1
11:43:21,6,4288,0,923.0,0,118.3,0,59.3,3,1
11:43:23,7,4290,0,923.0,0,118.3,0,59.3,3,1
11:43:25,7,4291,0,923.0,0,118.3,0,59.3,3,1
11:43:27,9,4290,0,923.0,0,118.3,0,59.3,3,1
11:43:29,5,4290,0,923.0,0,118.3,0,59.3,3,1
11:43:32,6,4290,0,923.0,0,118.3,0,59.3,3,1
11:43:34,4,4291,0,923.0,0,118.3,0,59.3,3,1
11:43:36,6,4289,0,923.0,0,118.3,0,59.3,3,1
11:43:38,6,4292,0,923.0,0,118.3,0,59.3,3,1
11:43:40,4,4298,0,923.0,0,118.3,0,59.3,3,1
11:43:42,4,4290,0,923.0,0,118.3,0,59.3,3,1
11:43:44,5,4292,0,923.0,0,118.3,0,59.3,3,1
11:43:46,5,4293,0,923.0,0,118.3,0,59.3,3,1
11:43:48,4,4287,0,923.0,0,118.3,0,59.3,3,1
11:43:50,5,4298,0,923.0,0,118.3,0,59.3,3,1
11:43:52,5,4294,0,923.0,0,118.3,0,59.3,3,1
11:43:54,6,4289,0,923.0,0,118.3,0,59.3,3,1
11:43:56,7,4290,0,923.0,0,118.3,0,59.3,3,1
11:43:58,7,4291,0,923.0,0,118.3,0,59.3,3,1
11:44:00,6,4286,0,923.0,0,118.3,0,59.3,3,1
11:44:03,4,4290,0,923.0,0,118.3,0,59.3,3,1
11:44:05,6,4290,0,923.0,0,118.4,0,59.3,3,1
11:44:07,6,4290,0,923.0,0,118.4,0,59.3,3,1
11:44:09,4,4290,0,924.4,0,118.4,0,59.3,1,1
11:44:11,7,4289,0,923.4,0,118.4,0,59.3,1,1
11:44:13,7,4287,0,923.4,0,118.4,0,59.3,1,1
11:44:15,5,4287,0,923.4,0,118.4,0,59.3,1,1
11:44:17,6,4288,0,923.4,0,118.4,0,59.3,1,1
11:44:19,6,4288,0,923.4,0,118.4,0,59.3,1,1
11:44:21,5,4286,0,923.4,0,118.4,0,59.3,1,1
11:44:23,6,4288,0,923.4,0,118.4,0,59.3,1,1
11:44:25,5,4287,0,923.4,0,118.4,0,59.3,1,1
11:44:27,7,4285,0,923.4,0,118.4,0,59.3,1,1
11:44:29,8,4282,0,923.4,0,118.4,0,59.3,1,1
11:44:32,8,4282,0,923.4,0,118.4,0,59.3,1,1
11:44:34,6,4283,0,923.4,0,118.4,0,59.3,1,1
11:44:36,4,4283,0,923.4,0,118.4,0,59.3,1,1
11:44:38,6,4281,0,923.4,0,118.4,0,59.3,1,1
11:44:40,5,4281,0,923.4,0,118.4,0,59.3,1,1
11:44:42,5,4282,0,923.4,0,118.4,0,59.3,1,1
11:44:44,4,4281,0,923.4,0,118.4,0,59.3,1,1
11:44:46,5,4281,0,923.4,0,118.4,0,59.3,1,1
11:44:48,6,4283,0,923.4,0,118.4,0,59.3,1,1
11:44:50,4,4281,0,923.4,0,118.4,0,59.3,1,1
11:44:52,7,4281,0,923.4,0,118.4,0,59.3,1,1
11:44:54,4,4282,0,923.4,0,118.4,0,59.3,1,1
11:44:56,5,4283,0,923.4,0,118.4,0,59.3,1,1
11:44:58,5,4283,0,923.4,0,118.4,0,59.3,1,1
11:45:01,7,4286,0,923.4,0,118.4,0,59.3,1,1
11:45:03,8,4283,0,923.4,0,118.4,0,59.3,1,1
11:45:05,6,4282,0,923.4,0,118.4,0,59.3,1,1
11:45:07,4,4278,0,923.4,0,118.4,0,59.3,1,1
11:45:09,6,4280,0,923.4,0,118.5,0,59.3,1,1
11:45:11,5,4285,0,923.4,0,118.5,0,59.3,1,1
11:45:13,4,4281,0,923.4,0,118.5,0,59.3,1,1
11:45:15,5,4281,0,923.4,0,118.5,0,59.3,1,1
11:45:17,6,4282,0,923.4,0,118.5,0,59.3,1,1
11:45:19,5,4283,0,923.4,0,118.5,0,59.3,1,1
11:45:21,5,4283,0,923.4,0,118.5,0,59.3,1,1
11:45:23,7,4281,0,923.4,0,118.5,0,59.3,1,1
11:45:25,5,4282,0,923.4,0,118.5,0,59.3,1,1
11:45:28,6,4282,0,923.4,0,118.5,0,59.3,1,1
11:45:30,6,4284,0,923.4,0,118.5,0,59.3,1,1
11:45:32,5,4288,0,923.4,0,118.5,0,59.3,1,1
11:45:34,5,4283,0,923.4,0,118.5,0,59.3,1,1
11:45:36,7,4284,0,923.4,0,118.5,0,59.3,1,1
11:45:38,9,4285,0,923.4,0,118.5,0,59.3,1,1
11:45:40,8,4285,0,923.4,0,118.5,0,59.3,1,1
11:45:42,5,4292,0,923.4,0,118.5,0,59.3,1,1
11:45:44,5,4293,0,923.4,0,118.5,0,59.3,1,1
11:45:46,5,4296,0,923.4,0,118.5,0,59.3,1,1
11:45:48,5,4289,0,923.4,0,118.5,0,59.3,1,1
11:45:50,4,4290,0,923.4,0,118.5,0,59.3,1,1
11:45:52,4,4291,0,923.4,0,118.5,0,59.3,1,1
11:45:54,5,4290,0,923.4,0,118.5,0,59.3,1,1
11:45:57,5,4290,0,923.4,0,118.5,0,59.3,1,1
11:45:59,5,4294,0,923.4,0,118.6,0,59.3,1,1
11:46:01,6,4293,0,923.4,0,118.6,0,59.3,1,1
11:46:03,4,4290,0,923.4,0,118.6,0,59.3,1,1
11:46:05,4,4291,0,923.4,0,118.6,0,59.3,1,1
11:46:07,6,4291,0,923.4,0,118.6,0,59.3,1,1
11:46:09,8,4291,0,923.4,0,118.6,0,59.3,1,1
11:46:11,6,4290,0,923.4,0,118.6,0,59.3,1,1
11:46:13,5,4290,0,923.4,0,118.6,0,59.3,1,1
11:46:15,6,4290,0,923.4,0,118.6,0,59.3,1,1
11:46:17,6,4291,0,923.4,0,118.6,0,59.3,1,1
11:46:19,5,4294,0,923.4,0,118.6,0,59.3,1,1
11:46:21,5,4288,0,923.4,0,118.6,0,59.3,1,1
11:46:23,4,4287,0,923.4,0,118.6,0,59.3,1,1
11:46:26,4,4289,0,923.4,0,118.6,0,59.3,1,1
11:46:28,5,4284,0,923.4,0,118.6,0,59.3,1,1
11:46:30,6,4285,0,923.4,0,118.6,0,59.3,1,1
11:46:32,4,4286,0,923.4,0,118.6,0,59.3,1,1
11:46:34,7,4285,0,923.4,0,118.6,0,59.3,1,1
11:46:36,6,4287,0,923.4,0,118.6,0,59.3,1,1
11:46:38,4,4288,0,923.4,0,118.6,0,59.3,1,1
11:46:40,5,4287,0,923.4,0,118.6,0,59.3,1,1
11:46:42,7,4288,0,923.4,0,118.6,0,59.3,1,1
11:46:44,10,4295,0,923.4,0,118.6,0,59.3,1,1
11:46:46,7,4288,0,923.4,0,118.6,0,59.3,1,1
11:46:48,5,4293,0,923.4,0,118.6,0,59.3,1,1
11:46:50,6,4289,0,923.4,0,118.6,0,59.3,1,1
11:46:52,4,4294,0,923.4,0,118.7,0,59.3,1,1
11:46:55,6,4285,0,923.4,0,118.7,0,59.3,1,1
11:46:57,5,4286,0,923.4,0,118.7,0,59.3,1,1
11:46:59,6,4289,0,923.4,0,118.7,0,59.3,1,1
11:47:01,5,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:03,4,4286,0,923.4,0,118.7,0,59.3,1,1
11:47:05,5,4285,0,923.4,0,118.7,0,59.3,1,1
11:47:07,6,4283,0,923.4,0,118.7,0,59.3,1,1
11:47:09,4,4282,0,923.4,0,118.7,0,59.3,1,1
11:47:11,6,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:13,7,4282,0,923.4,0,118.7,0,59.3,1,1
11:47:15,6,4282,0,923.4,0,118.7,0,59.3,1,1
11:47:17,5,4285,0,923.4,0,118.7,0,59.3,1,1
11:47:19,4,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:21,6,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:24,5,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:26,5,4283,0,923.4,0,118.7,0,59.3,1,1
11:47:28,7,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:30,6,4284,0,923.4,0,118.7,0,59.3,1,1
11:47:32,4,4282,0,923.4,0,118.7,0,59.3,1,1
11:47:34,5,4282,0,923.4,0,118.7,0,59.3,1,1
11:47:36,7,4272,0,923.4,0,118.7,0,59.3,1,1
11:47:38,7,4265,0,923.4,0,118.7,0,59.3,1,1
11:47:40,5,4264,0,923.4,0,118.7,0,59.3,1,1
11:47:42,4,4264,0,923.4,0,118.7,0,59.3,1,1
11:47:44,4,4266,0,923.4,0,118.8,0,59.3,1,1
11:47:46,5,4262,0,923.4,0,118.8,0,59.3,1,1
11:47:48,8,4262,0,923.4,0,118.8,0,59.3,1,1
11:47:50,7,4265,0,923.4,0,118.8,0,59.3,1,1
11:47:52,8,4265,0,923.4,0,118.8,0,59.3,1,1
11:47:55,23,4180,0,923.4,0,118.8,0,59.3,1,1
11:47:57,12,4185,0,923.4,0,118.8,0,59.3,1,1
11:47:59,4,4185,0,923.4,0,118.8,0,59.3,1,1
11:48:01,7,4199,0,923.4,0,118.8,0,59.3,1,1
11:48:03,8,4201,0,923.4,0,118.8,0,59.3,1,1
11:48:05,8,4200,0,923.4,0,118.8,0,59.3,1,1
11:48:07,6,4201,0,923.4,0,118.8,0,59.3,1,1
11:48:09,8,4198,0,923.4,0,118.8,0,59.3,1,1
11:48:11,6,4199,0,923.4,0,118.8,0,59.3,1,1
11:48:13,5,4200,0,923.4,0,118.8,0,59.3,1,1
11:48:15,8,4200,0,923.4,0,118.8,0,59.3,1,1
11:48:17,5,4201,0,923.4,0,118.8,0,59.3,1,1
11:48:19,10,4169,0,923.4,0,118.8,0,59.3,1,1
11:48:21,23,4163,0,923.4,0,118.8,0,59.3,1,1
11:48:24,8,4181,0,923.4,0,118.8,0,59.3,1,1
11:48:26,12,4177,0,923.4,0,118.8,0,59.3,1,1
11:48:28,10,4171,0,923.4,0,118.8,0,59.3,1,1
11:48:30,8,4173,0,923.4,0,118.8,0,59.3,1,1
11:48:32,5,4172,0,923.4,0,118.8,0,59.3,1,1
11:48:34,4,4176,0,923.4,0,118.8,0,59.3,1,1
